BASIC INDUSTRIES	2014	-71.90213258565299	BLD	884.59997177124	VALE	5660183200
BASIC INDUSTRIES	2009	3.482875789517992	GURE	709.722179450371	FCX	9141685400
BASIC INDUSTRIES	2010	21.79003556071672	BLD	519.8020087119552	FCX	6891808600
BASIC INDUSTRIES	2011	-58.60076361670825	ROAD	188.7043257130473	FCX	5150807800
BASIC INDUSTRIES	2012	-68.78852489683118	PATK	261.86046001007276	VALE	4659766700
BASIC INDUSTRIES	2013	10.322636195480321	XRM	416.92788323917523	VALE	4428233700
BASIC INDUSTRIES	2015	-48.10117196333271	SUM	35191.62979183738	FCX	7286761300
BASIC INDUSTRIES	2016	13.82935774918158	TECK	451.7906351286837	FCX	10464699500
BASIC INDUSTRIES	2017	15.279010761476997	OPNT	310.1785661523439	VALE	7023267600
BASIC INDUSTRIES	2018	-3.0795214895223917	XRM	213.81732267883407	VALE	3710091900
